target,context
":  I think that's because, uh, it's like I told someone the other day, I'm a housewife and, uh, among, uh, working mother, too, and I know how it is to live on a budget --","[""I don't mind paying a lot of taxes if the ta-, taxes are spent well."", '@:   Yes.', "":  But, uh, I'm not convinced that they're being spent well."", ':  #Uh,#', ':  #Uh,#']"
":  Well, I think, uh, in a way that's, that's, uh, almost off our topic in, you know, in that, uh, they didn't want us to talk about how it was spent, but I don't think you can separate it.","[""I mean, when you look at the pie, it's, uh, where our money is spent, it's, it's, uh, very, very, uh, skewed."", ':  Yeah.', "":  And, uh, [breathing], so I don't feel like, I, I just don't feel like they're doing what I would do with it."", ':  [Laughter].', ':  [Laughter].']"
":  -- who, who'd rather us not have it, I think, but I don't know, I, I just, and local taxes, uh, I think are probably just about the same.","[':  Yeah.', "":  -- although we get some people who, obviously, don't want it, like --"", ':  Uh-huh.', ':  -- like rich doctors [laughter] --', ':  Yeah.']"
":  Course, I, I think the sales tax is about the most equitable tax there is because if you don't, uh, buy, and participate you don't have to, have to pay it.","[':  -- unless we start cutting some spending drastically.', "":  That's true."", ""I've lived in, uh, states where they had income tax and you, you know, and you just get used to it."", ':  Yeah.', "":  But, uh, a-, again, uh, it just depends on what they're, what it's being spent on.""]"
":  Yeah, and sometimes, and sometimes I think it does work that way.","[':  Yeah.', "":  But, uh, a-, again, uh, it just depends on what they're, what it's being spent on."", "":  Course, I, I think the sales tax is about the most equitable tax there is because if you don't, uh, buy, and participate you don't have to, have to pay it."", ':  Um.', ':  And, uh, that way, people who use the facilities and live outside of the area, basically help pay some of the upkeep for it.']"
":  And I think, n-, wait a minute, that was my money you [laughter] said no with.","[':  Uh-huh.', "":  -- or give me, you know, let me pay this out and you'll get it all --"", ':  Uh-huh.', "":  -- and they'll say, no, you know."", ':  Yeah.']"
:  I think just one is all you needed.,"[':  is all you needed.', ':  Huh.']"
"I think that Honda makes, uh --","[':  Uh-huh.', "":  -- I, uh, I (( )) believe they're getting better, and, you know, I, I, I looked around and seen some of those new Saturns and stuff, and --"", ':  Yes.', ':  -- they seem to be a really nice car and,', "":  Well, actually my philosophy about, I mean, if I was going to buy something for me like a car I'd drive around [laughter], unfortunately I'd still get a foreign car.""]"
":  -- yeah, and a three year, thirty-six thousand mile on the, I think it's a pr-, that's pretty well bumper to bumper.","[':  Yeah.', ':  But, uh.', "":  And, uh, Chrysler's started doing some nice things with their, with their warranties and things."", ""I've got a seven year, seventy thousand mile warranty on the drive train --"", ':  Oh, really?']"
":  -- I think that's one of the, well, I kind of think that the other manufacturers are now, uh, bumping it up to meet it, #but# --","[':  Oh, really?', "":  -- yeah, and a three year, thirty-six thousand mile on the, I think it's a pr-, that's pretty well bumper to bumper."", ':  Oh, really?', "":  But the drive train is seven, seventy, and that's --"", "":  Yeah, that's.""]"
":  And I'm thinking about getting a used car with my next one, trying to see if I can't take some of the #depreciation# --","[""I'd want as much warranty as I could, because --"", ':  Yeah.', "":  -- it's expensive to get the things fixed --"", ':  Yeah.', "":  -- any more if it's not covered.""]"
:  I think so.,"["":  I'm Bridget."", "":  My name's Dan."", "":  It's nice to meet you."", ':  Nice to meet you.', ':  Are you ready for me to push one?']"
":  Well, what would you think if they were going off to college?","["":  Yeah, I'm a, I'm an assistant scout master for a boy scout troop."", "":  Oh, that's good."", "":  Yeah, it's, it's, it's, it's so much better to, to rent."", ':  A little easier.', ':  Yeah.']"
I just think that's (( )).,"["":  you know, he's not doing good, and he never is excited about it or anything, and he won't tell his parents."", ""I was like, well why don't you transfer, you know."", ':  Well, because his parents gave him a car to go there.', '[laughter] (( )) well, you know [laughter].', "":  Yeah, I mean, a car wouldn't get it.""]"
":  If you, if they were, I think you should choose and, you know, and work something out between you all.","["":  Yeah, I mean, a car wouldn't get it."", ""I just think that's (( ))."", ""I don't think parents can, can make that decision for you."", 'I, you know.', ':  Uh-huh.']"
:  And I think that's so sad.,"[""That's crazy, that's like, they need to hire someone to help you and,"", ':  [Laughter].', ':  everyone should have to take like a test or something, of what you might want to do.', ':  [Noise] {sounds like a wooden block bouncing across the floor}', 'Yeah.']"
":  Um, so what do you think of, um, the way that the government has, has moved towards, you know, getting involved in people's individual, uh, lives?",[]
"I think our government is way too big, um --","[""He's not really a commentator I don't, I don't believe."", ':  Uh-huh.', "":  Uh, but he wrote several books years ago, and, and he put out like ten different movies on government, and, and, uh, and I'm a, kind of a Milton Friedman fan --"", ':  Uh-huh.', "":  -- and he's anti big government, and that's, that's my feeling about it.""]"
":  -- I think, you know, as far, at least as far as our deficit's concerned --","["":  Uh, I, I can't believe how ta-, our money, our life really centers around money --"", ':  Uh-huh.', ':  -- the whole thing, and you can see, uh, how tax laws, uh, in new legislation right now are really a critical big issue.', ':  Yeah, and it means, a horrible time to have tax cuts at this point --', ':  Uh-huh.']"
"One time, um, I, I really personally think we're going to have to collapse, just like the Soviet Union did --","[':  Uh-huh.', "":  -- I'd be done, I'd be sunk."", ':  Uh-huh.', "":  You know, I just, I, there's no way I can generate the income to service that kind of debt."", ""I don't know what the heck our government's going to do.""]"
:  What do you think about the Japanese and the comments they've made recently about the American people?,"[':  Uh-huh.', "":  -- and, and I don't know if that's really the case, you know, I'm talking all out of hearsay and conversation from what I've heard, uh, from other, from other, some of my other associates, but, that wouldn't surprise."", "":  (( )) We, we've been known to spend a lot of money for expediency in things."", ':  Uh-huh.', ':  Um.']"
